,position,annual_salary_usd,date_hired,annual_salary_php,monthly_salary_php,years_exp
8298,Officer,78743.0,1988,3937150.0,328095.83,27
8299,Officer,78743.0,1986,3937150.0,328095.83,29
8300,Officer,78743.0,1991,3937150.0,328095.83,24
8301,Officer,78743.0,1987,3937150.0,328095.83,28
8302,Officer,78743.0,1990,3937150.0,328095.83,25
8303,Officer,78743.0,1982,3937150.0,328095.83,33
8304,Officer,78743.0,1989,3937150.0,328095.83,26
8305,Officer,78743.0,1985,3937150.0,328095.83,30
8306,Officer,78743.0,1987,3937150.0,328095.83,28
8307,Officer,78743.0,1990,3937150.0,328095.83,25
8308,Officer,78743.0,1987,3937150.0,328095.83,28
8309,Officer,78743.0,1990,3937150.0,328095.83,25
8310,Officer,78743.0,1989,3937150.0,328095.83,26
8311,Officer,78743.0,1990,3937150.0,328095.83,25
8312,Officer,78743.0,1990,3937150.0,328095.83,25
8313,Officer,78743.0,1991,3937150.0,328095.83,24
8314,Officer,78743.0,1990,3937150.0,328095.83,25
8315,Officer,78743.0,1984,3937150.0,328095.83,31
8316,Officer,78743.0,1989,3937150.0,328095.83,26
8317,Officer,78743.0,1990,3937150.0,328095.83,25
8318,Officer,78743.0,2001,3937150.0,328095.83,14
8319,Officer,78743.0,1984,3937150.0,328095.83,31
8320,Officer,78743.0,1988,3937150.0,328095.83,27
8321,Officer,78743.0,1990,3937150.0,328095.83,25
8322,Officer,78743.0,1990,3937150.0,328095.83,25
8323,Officer,78743.0,1984,3937150.0,328095.83,31
8324,Officer,78743.0,1988,3937150.0,328095.83,27
8325,Officer,78743.0,1990,3937150.0,328095.83,25
8326,Officer,78743.0,1987,3937150.0,328095.83,28
8327,Officer,78743.0,1986,3937150.0,328095.83,29
8328,Officer,78743.0,1989,3937150.0,328095.83,26
8330,Officer,78743.0,2002,3937150.0,328095.83,13
8331,Officer,78743.0,1988,3937150.0,328095.83,27
8332,Officer,78743.0,1981,3937150.0,328095.83,34
8333,Officer,78743.0,1989,3937150.0,328095.83,26
8334,Officer,78743.0,1988,3937150.0,328095.83,27
8335,Officer,78743.0,1989,3937150.0,328095.83,26
8336,Officer,78743.0,1990,3937150.0,328095.83,25
8337,Officer,78743.0,1981,3937150.0,328095.83,34
8338,Officer,78743.0,1988,3937150.0,328095.83,27
8339,Officer,78743.0,2000,3937150.0,328095.83,15
8340,Officer,78743.0,1985,3937150.0,328095.83,30
8341,Officer,78743.0,1988,3937150.0,328095.83,27
8342,Officer,78743.0,1991,3937150.0,328095.83,24
8343,Officer,78743.0,1990,3937150.0,328095.83,25
8344,Officer,78743.0,1991,3937150.0,328095.83,24
8345,Officer,78743.0,1989,3937150.0,328095.83,26
8346,Officer,78743.0,1990,3937150.0,328095.83,25
8347,Officer,78743.0,1985,3937150.0,328095.83,30
8348,Officer,78743.0,1988,3937150.0,328095.83,27
8349,Officer,78743.0,1988,3937150.0,328095.83,27
8350,Officer,78743.0,1989,3937150.0,328095.83,26
8351,Officer,78743.0,1990,3937150.0,328095.83,25
8352,Officer,78743.0,1989,3937150.0,328095.83,26
8353,Officer,78743.0,1987,3937150.0,328095.83,28
8354,Officer,78743.0,1989,3937150.0,328095.83,26
8355,Officer,78743.0,1982,3937150.0,328095.83,33
8356,Officer,78743.0,1989,3937150.0,328095.83,26
8357,Officer,78743.0,1986,3937150.0,328095.83,29
8358,Officer,78743.0,1983,3937150.0,328095.83,32
8359,Master Patrol Officer,78743.0,1990,3937150.0,328095.83,25
8360,Officer,78743.0,1990,3937150.0,328095.83,25
8361,Officer,78743.0,1983,3937150.0,328095.83,32
8362,Officer,78743.0,1990,3937150.0,328095.83,25
8363,Officer,78743.0,1990,3937150.0,328095.83,25
8364,Officer,78743.0,1989,3937150.0,328095.83,26
8365,Officer,78743.0,2001,3937150.0,328095.83,14
8366,Officer,78743.0,1989,3937150.0,328095.83,26
8367,Officer,78743.0,1990,3937150.0,328095.83,25
8368,Officer,78743.0,1989,3937150.0,328095.83,26
8369,Officer,78743.0,1987,3937150.0,328095.83,28
8370,Officer,78743.0,1990,3937150.0,328095.83,25
8371,Officer,78743.0,1989,3937150.0,328095.83,26
8372,Officer,78743.0,1986,3937150.0,328095.83,29
8373,Officer,78743.0,2002,3937150.0,328095.83,13
8374,Officer,78743.0,1985,3937150.0,328095.83,30
8375,Officer,78743.0,1991,3937150.0,328095.83,24
8376,Officer,78743.0,1982,3937150.0,328095.83,33
8377,Officer,78743.0,1987,3937150.0,328095.83,28
8378,Officer,78743.0,1984,3937150.0,328095.83,31
8379,Officer,78743.0,1989,3937150.0,328095.83,26
8380,Officer,78743.0,1990,3937150.0,328095.83,25
8381,Officer,78743.0,1990,3937150.0,328095.83,25
8382,Officer,78743.0,1988,3937150.0,328095.83,27
8383,Officer,78743.0,1979,3937150.0,328095.83,36
8384,Officer,78743.0,1986,3937150.0,328095.83,29
8385,Officer,78743.0,1990,3937150.0,328095.83,25
8386,Officer,78743.0,1990,3937150.0,328095.83,25
8387,Officer,78743.0,1990,3937150.0,328095.83,25
8388,Officer,78743.0,1991,3937150.0,328095.83,24
8389,Officer,78743.0,1989,3937150.0,328095.83,26
8390,Officer,78743.0,1988,3937150.0,328095.83,27
8391,Officer,78743.0,2000,3937150.0,328095.83,15
8392,Officer,78743.0,1988,3937150.0,328095.83,27
8393,Officer,78743.0,1982,3937150.0,328095.83,33
8394,Officer,78743.0,1989,3937150.0,328095.83,26
8395,Officer,78743.0,1990,3937150.0,328095.83,25
8396,Officer,78743.0,2001,3937150.0,328095.83,14
8397,Officer,78743.0,1990,3937150.0,328095.83,25
8398,Officer,78743.0,1990,3937150.0,328095.83,25
8399,Officer,78743.0,1989,3937150.0,328095.83,26
8400,Officer,78743.0,1989,3937150.0,328095.83,26
8401,Officer,78743.0,1985,3937150.0,328095.83,30
8402,Officer,78743.0,2001,3937150.0,328095.83,14
8403,Officer,78743.0,1979,3937150.0,328095.83,36
8404,Officer,78743.0,1990,3937150.0,328095.83,25
8405,Officer,78743.0,1991,3937150.0,328095.83,24
8406,Officer,78743.0,1989,3937150.0,328095.83,26
8407,Officer,78743.0,1989,3937150.0,328095.83,26
8408,Officer,78743.0,1990,3937150.0,328095.83,25
8409,Officer,78743.0,1990,3937150.0,328095.83,25
8410,Officer,78743.0,1990,3937150.0,328095.83,25
8411,Officer,78743.0,1990,3937150.0,328095.83,25
8412,Officer,78743.0,1987,3937150.0,328095.83,28
8413,Officer,78743.0,1988,3937150.0,328095.83,27
8414,Officer,78743.0,1988,3937150.0,328095.83,27
8415,Officer,78743.0,1988,3937150.0,328095.83,27
8416,Officer,78743.0,1984,3937150.0,328095.83,31
8417,Officer,78743.0,1989,3937150.0,328095.83,26
8418,Officer,78743.0,1990,3937150.0,328095.83,25
8419,Officer,78743.0,1990,3937150.0,328095.83,25
8420,Officer,78743.0,1990,3937150.0,328095.83,25
8421,Officer,78743.0,1990,3937150.0,328095.83,25
8422,Officer,78743.0,1984,3937150.0,328095.83,31
8423,Officer,78743.0,1988,3937150.0,328095.83,27
8424,Officer,78743.0,1990,3937150.0,328095.83,25
8425,Officer,78743.0,1989,3937150.0,328095.83,26
8426,Officer,78743.0,1991,3937150.0,328095.83,24
8427,Officer,78743.0,1989,3937150.0,328095.83,26
8428,Officer,78743.0,1990,3937150.0,328095.83,25
8429,Officer,78743.0,1989,3937150.0,328095.83,26
8430,Officer,78743.0,1987,3937150.0,328095.83,28
8431,Officer,78743.0,1988,3937150.0,328095.83,27
8432,Officer,78743.0,1989,3937150.0,328095.83,26
8433,Officer,78743.0,1975,3937150.0,328095.83,40
8434,Officer,78743.0,1991,3937150.0,328095.83,24
8435,Officer,78743.0,1986,3937150.0,328095.83,29
8436,Officer,78743.0,1981,3937150.0,328095.83,34
8437,Officer,78743.0,1988,3937150.0,328095.83,27
8438,Officer,78743.0,1983,3937150.0,328095.83,32
8439,Officer,78743.0,1988,3937150.0,328095.83,27
8440,Officer,78743.0,1990,3937150.0,328095.83,25
8441,Officer,78743.0,1983,3937150.0,328095.83,32
8442,Officer,78743.0,1985,3937150.0,328095.83,30
8443,Officer,78743.0,1990,3937150.0,328095.83,25
8444,Officer,78743.0,1990,3937150.0,328095.83,25
8446,Officer,78743.0,1974,3937150.0,328095.83,41
8447,Officer,78743.0,1990,3937150.0,328095.83,25
8448,Officer,78743.0,1984,3937150.0,328095.83,31
8449,Officer,78743.0,1990,3937150.0,328095.83,25
8450,Officer,78743.0,1990,3937150.0,328095.83,25
8451,Officer,78743.0,1988,3937150.0,328095.83,27
8452,Officer,78743.0,1985,3937150.0,328095.83,30
8453,Officer,78743.0,1990,3937150.0,328095.83,25
8454,Officer,78743.0,1989,3937150.0,328095.83,26
8455,Officer,78743.0,1989,3937150.0,328095.83,26
8456,Officer,78743.0,1989,3937150.0,328095.83,26
8457,Officer,78743.0,1990,3937150.0,328095.83,25
8458,Officer,78743.0,1990,3937150.0,328095.83,25
8459,Officer,78743.0,1990,3937150.0,328095.83,25
8460,Officer,78743.0,1989,3937150.0,328095.83,26
8461,Officer,78743.0,1990,3937150.0,328095.83,25
8462,Officer,78743.0,1984,3937150.0,328095.83,31
8463,Officer,78743.0,1989,3937150.0,328095.83,26
8464,Officer,78743.0,1990,3937150.0,328095.83,25
8465,Officer,78743.0,1988,3937150.0,328095.83,27
8466,Officer,78743.0,1984,3937150.0,328095.83,31
8467,Master Patrol Officer,78743.0,1990,3937150.0,328095.83,25
8468,Officer,78743.0,1989,3937150.0,328095.83,26
8469,Officer,78743.0,1983,3937150.0,328095.83,32
8470,Officer,78743.0,1990,3937150.0,328095.83,25
8471,Officer,78743.0,1990,3937150.0,328095.83,25
8472,Officer,78743.0,1990,3937150.0,328095.83,25
8473,Officer,78743.0,1988,3937150.0,328095.83,27
8474,Officer,78743.0,1986,3937150.0,328095.83,29
8475,Officer,78743.0,1989,3937150.0,328095.83,26
8476,Officer,78743.0,1988,3937150.0,328095.83,27
8477,Officer,78743.0,1990,3937150.0,328095.83,25
8478,Officer,78743.0,1987,3937150.0,328095.83,28
8479,Officer,78743.0,1989,3937150.0,328095.83,26
8480,Officer,78743.0,1981,3937150.0,328095.83,34
8481,Officer,78743.0,1989,3937150.0,328095.83,26
8482,Officer,78743.0,1990,3937150.0,328095.83,25
8483,Officer,78743.0,1990,3937150.0,328095.83,25
8484,Officer,78743.0,1991,3937150.0,328095.83,24
8485,Officer,78743.0,1990,3937150.0,328095.83,25
8486,Officer,78743.0,1987,3937150.0,328095.83,28
8487,Officer,78743.0,1990,3937150.0,328095.83,25
8488,Officer,78743.0,1984,3937150.0,328095.83,31
8489,Officer,78743.0,1990,3937150.0,328095.83,25
8490,Officer,78743.0,1988,3937150.0,328095.83,27
8491,Officer,78743.0,1987,3937150.0,328095.83,28
8492,Officer,78743.0,1990,3937150.0,328095.83,25
8493,Officer,78743.0,1990,3937150.0,328095.83,25
8494,Officer,78743.0,1987,3937150.0,328095.83,28
8495,Officer,78743.0,1990,3937150.0,328095.83,25
8496,Officer,78743.0,1986,3937150.0,328095.83,29
8497,Officer,78743.0,1990,3937150.0,328095.83,25
8498,Officer,78743.0,1990,3937150.0,328095.83,25
8499,Officer,78743.0,1989,3937150.0,328095.83,26
8500,Officer,78743.0,1989,3937150.0,328095.83,26
8501,Officer,78743.0,1984,3937150.0,328095.83,31
8502,Officer,78743.0,1984,3937150.0,328095.83,31
8503,Officer,78743.0,1989,3937150.0,328095.83,26
8504,Officer,78743.0,1989,3937150.0,328095.83,26
8505,Officer,78743.0,1983,3937150.0,328095.83,32
8506,Officer,78743.0,1986,3937150.0,328095.83,29
8507,Officer,78743.0,1989,3937150.0,328095.83,26
8508,Officer,78743.0,1988,3937150.0,328095.83,27
8509,Officer,78743.0,1987,3937150.0,328095.83,28
8510,Officer,78743.0,1987,3937150.0,328095.83,28
8511,Officer,78743.0,1991,3937150.0,328095.83,24
8512,Officer,78743.0,1990,3937150.0,328095.83,25
8513,Officer,78743.0,1990,3937150.0,328095.83,25
8514,Officer,78743.0,1990,3937150.0,328095.83,25
8515,Officer,78743.0,1988,3937150.0,328095.83,27
8516,Officer,78743.0,1986,3937150.0,328095.83,29
8517,Officer,78743.0,1985,3937150.0,328095.83,30
8518,Officer,78743.0,1990,3937150.0,328095.83,25
8519,Officer,78743.0,1991,3937150.0,328095.83,24
8520,Officer,78743.0,1990,3937150.0,328095.83,25
8521,Officer,78743.0,1988,3937150.0,328095.83,27
8522,Officer,78743.0,1988,3937150.0,328095.83,27
8523,Officer,78743.0,1991,3937150.0,328095.83,24
8524,Officer,78743.0,1990,3937150.0,328095.83,25
8525,Officer,78743.0,1990,3937150.0,328095.83,25
8526,Officer,78743.0,1990,3937150.0,328095.83,25
8527,Officer,78743.0,1990,3937150.0,328095.83,25
8528,Officer,78743.0,1989,3937150.0,328095.83,26
8529,Officer,78743.0,1990,3937150.0,328095.83,25
8530,Officer,78743.0,1980,3937150.0,328095.83,35
8531,Officer,78743.0,1982,3937150.0,328095.83,33
8532,Officer,78743.0,1990,3937150.0,328095.83,25
8533,Officer,78743.0,1990,3937150.0,328095.83,25
8534,Officer,78743.0,1989,3937150.0,328095.83,26
8535,Officer,78743.0,1985,3937150.0,328095.83,30
8536,Officer,78743.0,1986,3937150.0,328095.83,29
8537,Officer,78743.0,1989,3937150.0,328095.83,26
8538,Officer,78743.0,1990,3937150.0,328095.83,25
8539,Officer,78743.0,1990,3937150.0,328095.83,25
8540,Officer,78743.0,1987,3937150.0,328095.83,28
8541,Officer,78743.0,1990,3937150.0,328095.83,25
8542,Officer,78743.0,1986,3937150.0,328095.83,29
8543,Officer,78743.0,1989,3937150.0,328095.83,26
8544,Officer,78743.0,1990,3937150.0,328095.83,25
8545,Officer,78743.0,1990,3937150.0,328095.83,25
8546,Officer,78743.0,1981,3937150.0,328095.83,34
8547,Officer,78743.0,1990,3937150.0,328095.83,25
8548,Officer,78743.0,1987,3937150.0,328095.83,28
8549,Officer,78743.0,1989,3937150.0,328095.83,26
8550,Officer,78743.0,1991,3937150.0,328095.83,24
8551,Officer,78743.0,1987,3937150.0,328095.83,28
8552,Officer,78743.0,1987,3937150.0,328095.83,28
8553,Officer,78743.0,1986,3937150.0,328095.83,29
8555,Officer,78743.0,1986,3937150.0,328095.83,29
8556,Officer,78743.0,1990,3937150.0,328095.83,25
8557,Officer,78743.0,1990,3937150.0,328095.83,25
8558,Officer,78743.0,1989,3937150.0,328095.83,26
8559,Officer,78743.0,1990,3937150.0,328095.83,25
8560,Officer,78743.0,1990,3937150.0,328095.83,25
8561,Officer,78743.0,1987,3937150.0,328095.83,28
8562,Officer,78743.0,1989,3937150.0,328095.83,26
8563,Officer,78743.0,1982,3937150.0,328095.83,33
8564,Officer,78743.0,1989,3937150.0,328095.83,26
8565,Officer,78743.0,1991,3937150.0,328095.83,24
8566,Officer,78743.0,1987,3937150.0,328095.83,28
8567,Officer,78743.0,1990,3937150.0,328095.83,25
8568,Officer,78743.0,1986,3937150.0,328095.83,29
8569,Officer,78743.0,1981,3937150.0,328095.83,34
8570,Officer,78743.0,1987,3937150.0,328095.83,28
8571,Officer,78743.0,1990,3937150.0,328095.83,25
8572,Officer,78743.0,1989,3937150.0,328095.83,26
8573,Officer,78743.0,1990,3937150.0,328095.83,25
8574,Officer,78743.0,1987,3937150.0,328095.83,28
8575,Officer,78743.0,1990,3937150.0,328095.83,25
8576,Officer,78743.0,1989,3937150.0,328095.83,26
8577,Officer,78743.0,1990,3937150.0,328095.83,25
8578,Officer,78743.0,1982,3937150.0,328095.83,33
8579,Officer,78743.0,1989,3937150.0,328095.83,26
8580,Officer,78743.0,1986,3937150.0,328095.83,29
8581,Officer,78743.0,1988,3937150.0,328095.83,27
8582,Officer,78743.0,2000,3937150.0,328095.83,15
8583,Officer,78743.0,1970,3937150.0,328095.83,45
8584,Officer,78743.0,1990,3937150.0,328095.83,25
8585,Officer,78743.0,1988,3937150.0,328095.83,27
8586,Officer,78743.0,1989,3937150.0,328095.83,26
8587,Officer,78743.0,1990,3937150.0,328095.83,25
8588,Officer,78743.0,1986,3937150.0,328095.83,29
8589,Officer,78743.0,1985,3937150.0,328095.83,30
8591,Officer,78743.0,1990,3937150.0,328095.83,25
8592,Officer,78743.0,1990,3937150.0,328095.83,25
8593,Officer,78743.0,1988,3937150.0,328095.83,27
8594,Officer,78743.0,1990,3937150.0,328095.83,25
8595,Officer,78743.0,1990,3937150.0,328095.83,25
8596,Officer,78743.0,1990,3937150.0,328095.83,25
8597,Officer,78743.0,1988,3937150.0,328095.83,27
8598,Officer,78743.0,1986,3937150.0,328095.83,29
8599,Officer,78743.0,1990,3937150.0,328095.83,25
8600,Officer,78743.0,1988,3937150.0,328095.83,27
8601,Officer,78743.0,1990,3937150.0,328095.83,25
8602,Officer,78743.0,1987,3937150.0,328095.83,28
8603,Officer,78743.0,1990,3937150.0,328095.83,25
8604,Officer,78743.0,1988,3937150.0,328095.83,27
8605,Officer,78743.0,1990,3937150.0,328095.83,25
8606,Officer,78743.0,1987,3937150.0,328095.83,28
8607,Officer,78743.0,1989,3937150.0,328095.83,26
8608,Officer,78743.0,1990,3937150.0,328095.83,25
8609,Officer,78743.0,1988,3937150.0,328095.83,27
8610,Officer,78743.0,1989,3937150.0,328095.83,26
8611,Officer,78743.0,1989,3937150.0,328095.83,26
8612,Officer,78743.0,1985,3937150.0,328095.83,30
8613,Officer,78743.0,1987,3937150.0,328095.83,28
8614,Officer,78743.0,1991,3937150.0,328095.83,24
8615,Officer,78743.0,1989,3937150.0,328095.83,26
8616,Officer,78743.0,1990,3937150.0,328095.83,25
8617,Officer,78743.0,1989,3937150.0,328095.83,26
8618,Officer,78743.0,1989,3937150.0,328095.83,26
8619,Officer,78743.0,1990,3937150.0,328095.83,25
8620,Officer,78743.0,1985,3937150.0,328095.83,30
8621,Officer,78743.0,1990,3937150.0,328095.83,25
8622,Officer,78743.0,1985,3937150.0,328095.83,30
8623,Officer,78743.0,1989,3937150.0,328095.83,26
8624,Officer,78743.0,1989,3937150.0,328095.83,26
8625,Officer,78743.0,1980,3937150.0,328095.83,35
8626,Officer,78743.0,1990,3937150.0,328095.83,25
8627,Officer,78743.0,1990,3937150.0,328095.83,25
8628,Officer,78743.0,1990,3937150.0,328095.83,25
8629,Officer,78743.0,1987,3937150.0,328095.83,28
8630,Officer,78743.0,1984,3937150.0,328095.83,31
8631,Officer,78743.0,1978,3937150.0,328095.83,37
8632,Officer,78743.0,1989,3937150.0,328095.83,26
8633,Officer,78743.0,1990,3937150.0,328095.83,25
8634,Officer,78743.0,1990,3937150.0,328095.83,25
8635,Officer,78743.0,1987,3937150.0,328095.83,28
8636,Officer,78743.0,1990,3937150.0,328095.83,25
8637,Officer,78743.0,1987,3937150.0,328095.83,28
8638,Officer,78743.0,1990,3937150.0,328095.83,25
8639,Officer,78743.0,1990,3937150.0,328095.83,25
8640,Officer,78743.0,1990,3937150.0,328095.83,25
8642,Officer,78743.0,1989,3937150.0,328095.83,26
8643,Officer,78743.0,1990,3937150.0,328095.83,25
8644,Officer,78743.0,1988,3937150.0,328095.83,27
8645,Officer,78743.0,1989,3937150.0,328095.83,26
8646,Officer,78743.0,1990,3937150.0,328095.83,25
8647,Officer,78743.0,1989,3937150.0,328095.83,26
8648,Officer,78743.0,1982,3937150.0,328095.83,33
8649,Officer,78743.0,1990,3937150.0,328095.83,25
8650,Officer,78743.0,1989,3937150.0,328095.83,26
8651,Officer,78743.0,1988,3937150.0,328095.83,27
8652,Officer,78743.0,1978,3937150.0,328095.83,37
8653,Officer,78743.0,1987,3937150.0,328095.83,28
8654,Officer,78743.0,1986,3937150.0,328095.83,29
8655,Officer,78743.0,1990,3937150.0,328095.83,25
8656,Officer,78743.0,1985,3937150.0,328095.83,30
8658,Officer,78743.0,1984,3937150.0,328095.83,31
8659,Officer,78743.0,1989,3937150.0,328095.83,26
8660,Officer,78743.0,1989,3937150.0,328095.83,26
8661,Officer,78743.0,1990,3937150.0,328095.83,25
8662,Officer,78743.0,1990,3937150.0,328095.83,25
8663,Officer,78743.0,1980,3937150.0,328095.83,35
8664,Officer,78743.0,1986,3937150.0,328095.83,29
8665,Officer,78743.0,1990,3937150.0,328095.83,25
8666,Master Patrol Officer,78743.0,1981,3937150.0,328095.83,34
8667,Officer,78743.0,1990,3937150.0,328095.83,25
8668,Officer,78743.0,1984,3937150.0,328095.83,31
8669,Officer,78743.0,1990,3937150.0,328095.83,25
8670,Officer,78743.0,1990,3937150.0,328095.83,25
8671,Officer,78743.0,1990,3937150.0,328095.83,25
8672,Officer,78743.0,1989,3937150.0,328095.83,26
8673,Officer,78743.0,1988,3937150.0,328095.83,27
8674,Officer,78743.0,1989,3937150.0,328095.83,26
8675,Officer,78743.0,1990,3937150.0,328095.83,25
8676,Officer,78743.0,1988,3937150.0,328095.83,27
8677,Officer,78743.0,1977,3937150.0,328095.83,38
8678,Officer,78743.0,1985,3937150.0,328095.83,30
8679,Officer,78743.0,1990,3937150.0,328095.83,25
8680,Officer,78743.0,1990,3937150.0,328095.83,25
8681,Officer,78743.0,1985,3937150.0,328095.83,30
8682,Officer,78743.0,1990,3937150.0,328095.83,25
8683,Officer,78743.0,1990,3937150.0,328095.83,25
8684,Officer,78743.0,1990,3937150.0,328095.83,25
8685,Officer,78743.0,1989,3937150.0,328095.83,26
8686,Officer,78743.0,1987,3937150.0,328095.83,28
8687,Officer,78743.0,1985,3937150.0,328095.83,30
8688,Officer,78743.0,1987,3937150.0,328095.83,28
8689,Officer,78743.0,1990,3937150.0,328095.83,25
8690,Officer,78743.0,1989,3937150.0,328095.83,26
8691,Officer,78743.0,1989,3937150.0,328095.83,26
8692,Officer,78743.0,1988,3937150.0,328095.83,27
8693,Officer,78743.0,1984,3937150.0,328095.83,31
8694,Officer,78743.0,1990,3937150.0,328095.83,25
8695,Officer,78743.0,1990,3937150.0,328095.83,25
8696,Officer,78743.0,1989,3937150.0,328095.83,26
8697,Officer,78743.0,1989,3937150.0,328095.83,26
8698,Officer,78743.0,1990,3937150.0,328095.83,25
8699,Officer,78743.0,1986,3937150.0,328095.83,29
8700,Officer,78743.0,1985,3937150.0,328095.83,30
8701,Officer,78743.0,1986,3937150.0,328095.83,29
8702,Officer,78743.0,1989,3937150.0,328095.83,26
8703,Master Patrol Officer,78743.0,1990,3937150.0,328095.83,25
8704,Officer,78743.0,1990,3937150.0,328095.83,25
8705,Officer,78743.0,1988,3937150.0,328095.83,27
8706,Officer,78743.0,1989,3937150.0,328095.83,26
8707,Officer,78743.0,1990,3937150.0,328095.83,25
8708,Officer,78743.0,1978,3937150.0,328095.83,37
8709,Officer,78743.0,1987,3937150.0,328095.83,28
8710,Officer,78743.0,1990,3937150.0,328095.83,25
8711,Officer,78743.0,1989,3937150.0,328095.83,26
8712,Officer,78743.0,1991,3937150.0,328095.83,24
8713,Officer,78743.0,1989,3937150.0,328095.83,26
8714,Officer,78743.0,1990,3937150.0,328095.83,25
8715,Officer,78743.0,1989,3937150.0,328095.83,26
8716,Officer,78743.0,1985,3937150.0,328095.83,30
8717,Officer,78743.0,1990,3937150.0,328095.83,25
8718,Officer,78743.0,1988,3937150.0,328095.83,27
8719,Officer,78743.0,1990,3937150.0,328095.83,25
8720,Officer,78743.0,1990,3937150.0,328095.83,25
8721,Officer,78743.0,1988,3937150.0,328095.83,27
8722,Officer,78743.0,1990,3937150.0,328095.83,25
8723,Officer,78743.0,1990,3937150.0,328095.83,25
8724,Officer,78743.0,1990,3937150.0,328095.83,25
8725,Officer,78743.0,1990,3937150.0,328095.83,25
8726,Officer,78743.0,1981,3937150.0,328095.83,34
8727,Officer,78743.0,1990,3937150.0,328095.83,25
8728,Officer,78743.0,1990,3937150.0,328095.83,25
8729,Officer,78743.0,1989,3937150.0,328095.83,26
8730,Officer,78743.0,1984,3937150.0,328095.83,31
8731,Officer,78743.0,1985,3937150.0,328095.83,30
8732,Officer,78743.0,1990,3937150.0,328095.83,25
8733,Officer,78743.0,1989,3937150.0,328095.83,26
8734,Officer,78743.0,1989,3937150.0,328095.83,26
8735,Sergeant,78743.0,1988,3937150.0,328095.83,27
8736,Officer,78743.0,1989,3937150.0,328095.83,26
8737,Officer,78743.0,1981,3937150.0,328095.83,34
8738,Officer,78743.0,1990,3937150.0,328095.83,25
8739,Officer,78743.0,1990,3937150.0,328095.83,25
8740,Officer,78743.0,1988,3937150.0,328095.83,27
8741,Officer,78743.0,1990,3937150.0,328095.83,25
8742,Officer,78743.0,2000,3937150.0,328095.83,15
8743,Officer,78743.0,1988,3937150.0,328095.83,27
8744,Officer,78743.0,1988,3937150.0,328095.83,27
8745,Officer,78743.0,1990,3937150.0,328095.83,25
8746,Officer,78743.0,1983,3937150.0,328095.83,32
8747,Officer,78743.0,1990,3937150.0,328095.83,25
8748,Officer,78743.0,1990,3937150.0,328095.83,25
8749,Officer,78743.0,1988,3937150.0,328095.83,27
8750,Officer,78743.0,1983,3937150.0,328095.83,32
8751,Officer,78743.0,1985,3937150.0,328095.83,30
8752,Officer,78743.0,1989,3937150.0,328095.83,26
8753,Officer,78743.0,1987,3937150.0,328095.83,28
8754,Officer,78743.0,1988,3937150.0,328095.83,27
8755,Officer,78743.0,1989,3937150.0,328095.83,26
8756,Officer,78743.0,1988,3937150.0,328095.83,27
8757,Officer,78743.0,1990,3937150.0,328095.83,25
8758,Officer,78743.0,1990,3937150.0,328095.83,25
8759,Officer,78743.0,1989,3937150.0,328095.83,26
8760,Officer,78743.0,1988,3937150.0,328095.83,27
8764,Program Analyst,78728.0,2003,3936400.0,328033.33,12
8768,Project Manager,78596.0,2011,3929800.0,327483.33,4
8771,Project Manager,78596.0,2003,3929800.0,327483.33,12
8773,Project Manager,78596.0,2010,3929800.0,327483.33,5
8774,Project Manager,78596.0,2010,3929800.0,327483.33,5
8777,Workers Compensation Recipient,78520.0,1992,3926000.0,327166.67,23
8778,Librarian,78518.0,1968,3925900.0,327158.33,47
8781,"Psychologist,school",78330.0,2008,3916500.0,326375.0,7
8782,Speech Pathologist,78330.0,2009,3916500.0,326375.0,6
8783,Social Worker,78330.0,2000,3916500.0,326375.0,15
8784,"Psychologist,school",78330.0,2008,3916500.0,326375.0,7
8785,Speech Pathologist,78330.0,2003,3916500.0,326375.0,12
8786,Assoc Professor,78306.0,1969,3915300.0,326275.0,46
8787,Counselor,78194.0,2010,3909700.0,325808.33,5
8790,Social Worker,78183.0,1990,3909150.0,325762.5,25
8791,Librarian,78157.0,2007,3907850.0,325654.17,8
8792,Program Specialist,78137.0,2008,3906850.0,325570.83,7
8793,Program Specialist,78137.0,2010,3906850.0,325570.83,5
8794,Program Specialist,78137.0,2011,3906850.0,325570.83,4
8795,Program Analyst,78090.0,1988,3904500.0,325375.0,27
8796,Program Analyst,78090.0,1987,3904500.0,325375.0,28
8798,Auditor (tax),78090.0,2005,3904500.0,325375.0,10
8800,Appraiser,78090.0,2006,3904500.0,325375.0,9
8801,Program Analyst,78090.0,2004,3904500.0,325375.0,11
8807,Engineering Technician,78090.0,1973,3904500.0,325375.0,42
8808,Social Worker,78090.0,2003,3904500.0,325375.0,12
8809,Engineering Technician,78090.0,1987,3904500.0,325375.0,28
8811,Program Analyst,78090.0,2007,3904500.0,325375.0,8
8813,Engineering Technician,78090.0,1982,3904500.0,325375.0,33
8814,Civil Engineer,78090.0,1982,3904500.0,325375.0,33
8815,Engineering Technician,78090.0,1972,3904500.0,325375.0,43
8816,Engineering Technician,78090.0,1983,3904500.0,325375.0,32
8818,Program Analyst,78090.0,1986,3904500.0,325375.0,29
8819,Information Technology Specialist,78090.0,1990,3904500.0,325375.0,25
8820,Civil Engineer,78090.0,2003,3904500.0,325375.0,12
8822,Social Worker,78090.0,1998,3904500.0,325375.0,17
